SA2_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
102011036,46,0,0,0,41,9,0,51,347,85,25,0,458,8,0,8,467,36,3,508,534,85,39,8,664,3,3,4,670,40,0,709,98,16,27,0,140,0,0,0,140,11,0,153,4,0,0,0,4,0,0,0,4,0,0,4,980,189,94,4,1263,15,3,18,1278,89,3,1367,3,0,0,0,8,0,0,0,9,5,0,10,11,3,0,0,15,0,0,0,20,0,0,22,18,8,0,0,26,0,0,0,26,8,0,32,1002,193,90,4,1290,13,0,21,1306,91,3,1399,217,36,7,0,256,3,4,8,266,40,0,309,0,0,0,0,4,0,0,0,4,0,0,4,1214,228,100,8,1552,16,8,27,1577,131,3,1710
102011037,25,0,0,0,28,3,0,33,209,59,9,0,274,0,0,0,277,26,0,304,349,83,20,5,456,8,0,8,464,11,0,478,83,31,6,0,119,0,0,0,119,8,0,131,0,0,0,0,0,0,0,0,0,0,0,0,640,171,39,3,853,4,0,4,860,47,0,904,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,7,0,0,0,7,0,0,7,646,171,39,3,862,4,0,4,866,47,0,911,160,30,15,3,206,3,0,6,206,24,0,228,0,0,0,0,5,0,0,0,5,0,6,5,810,201,53,8,1070,11,0,6,1078,68,6,1148
102011038,22,0,0,0,22,9,0,28,299,54,28,5,382,0,0,0,385,28,0,408,443,88,34,0,555,10,0,8,564,22,0,589,67,26,15,0,109,0,0,0,109,7,0,113,8,0,0,7,11,0,0,0,11,0,3,12,812,164,74,9,1059,5,0,12,1069,50,3,1120,11,0,0,0,11,0,0,0,11,0,0,11,8,0,0,0,8,0,0,0,8,0,0,8,17,0,0,0,17,0,0,0,17,0,0,17,828,164,74,9,1073,5,0,12,1082,50,3,1134,113,17,13,0,145,0,0,0,145,22,6,168,0,0,0,0,0,0,0,0,0,0,4,4,940,182,88,9,1216,5,0,12,1227,75,10,1309
102011039,76,0,0,0,80,9,0,91,667,125,33,0,829,12,0,12,838,35,0,880,865,163,52,0,1085,13,3,13,1100,56,0,1151,161,27,33,5,229,0,0,0,229,6,0,233,15,0,0,12,31,0,0,0,31,0,4,31,1714,321,117,25,2176,26,3,24,2201,96,4,2301,12,3,0,0,15,3,0,3,15,0,0,15,11,4,0,0,20,0,0,8,25,5,0,30,28,5,0,0,31,4,0,7,42,5,0,46,1742,327,116,25,2212,30,3,37,2242,101,4,2346,290,65,16,5,368,0,0,0,368,50,0,424,8,0,0,0,8,0,0,0,8,0,3,10,2032,394,130,29,2582,31,3,31,2616,149,12,2781
102011040,44,0,0,0,44,11,0,57,596,97,41,4,733,15,5,18,748,52,0,798,886,227,50,13,1173,18,0,18,1193,53,3,1252,189,52,49,9,297,0,3,3,301,19,0,318,15,3,0,10,29,0,0,0,29,5,0,35,1686,381,142,29,2233,31,6,39,2269,124,8,2402,8,0,0,3,12,3,0,7,14,0,0,14,31,17,0,3,46,0,0,0,49,4,0,52,37,17,3,5,61,3,0,5,68,4,0,72,1723,388,143,35,2292,35,8,44,2335,126,8,2467,473,125,39,12,650,20,0,20,673,103,0,772,6,0,0,4,8,0,0,0,8,0,11,22,2198,516,180,55,2951,49,8,68,3016,233,17,3258
102011041,37,0,0,0,40,0,0,43,539,104,22,0,663,0,0,4,666,20,0,685,751,172,35,7,965,9,0,9,972,27,0,1001,137,29,30,0,196,0,0,0,196,7,0,199,14,3,3,13,28,3,0,3,34,0,8,34,1445,301,90,17,1854,12,0,12,1861,52,8,1925,9,0,0,0,9,0,0,0,6,3,0,10,14,0,7,0,24,0,0,0,24,0,0,23,21,0,7,0,27,0,0,0,27,3,0,32,1464,303,99,17,1881,14,0,11,1896,59,8,1955,186,27,20,0,238,4,6,13,247,42,0,291,0,0,0,0,0,0,0,0,0,0,0,0,1650,332,122,17,2113,18,5,21,2138,103,7,2249
102011042,34,0,0,0,32,8,0,37,347,75,23,7,459,6,0,5,462,34,0,493,372,102,21,0,505,9,5,13,514,50,4,573,120,20,19,0,164,3,4,4,174,7,0,177,10,0,0,7,16,0,0,0,16,0,0,18,854,207,67,15,1145,10,6,20,1164,93,4,1259,8,7,0,0,13,0,0,0,13,0,0,12,8,0,0,0,15,4,0,4,17,0,0,17,15,7,0,0,22,4,0,4,26,0,0,27,868,211,67,15,1169,11,6,25,1191,91,4,1284,236,49,18,8,303,5,9,11,319,65,0,384,4,0,0,4,6,0,0,0,6,0,0,5,1102,260,87,28,1479,21,19,29,1514,161,0,1677
102011043,27,0,0,0,27,0,0,35,306,78,12,0,397,3,5,12,408,38,0,445,489,91,51,8,639,10,3,11,654,33,3,684,144,19,25,0,185,0,0,0,185,13,0,201,9,5,0,6,19,0,0,0,19,7,0,26,952,196,85,18,1244,14,10,24,1264,94,5,1360,11,10,0,0,20,0,0,0,21,5,0,33,15,0,0,0,14,0,0,0,19,4,0,20,24,13,0,0,40,3,0,3,46,11,0,52,973,206,85,18,1282,16,10,25,1307,100,5,1416,226,72,29,4,331,17,3,21,349,49,0,398,0,0,0,6,6,0,0,0,6,0,3,9,1207,276,114,26,1615,29,16,50,1660,154,6,1823
102021044,47,0,0,0,47,6,0,49,707,143,51,0,899,17,5,15,919,57,0,976,1151,249,88,8,1493,15,6,18,1512,80,0,1594,266,68,45,0,382,5,0,4,386,10,0,393,21,5,0,7,33,0,0,0,33,0,0,33,2153,462,178,13,2810,32,6,42,2855,147,0,3001,19,4,0,0,18,6,0,4,28,0,0,28,30,12,0,0,41,0,8,8,45,0,0,47,44,20,3,0,62,6,3,11,68,0,0,71,2194,483,182,13,2873,39,12,46,2921,153,0,3072,410,138,50,12,604,13,0,13,614,93,4,712,0,0,0,4,6,0,0,0,6,5,7,16,2609,624,227,27,3483,49,12,58,3544,244,12,3798
102021045,12,0,0,0,12,4,0,18,289,46,25,3,371,11,0,12,380,31,7,421,379,94,45,0,524,0,0,0,524,34,0,555,129,39,40,0,205,3,0,3,206,8,0,215,3,0,5,0,14,0,0,0,14,0,0,14,804,182,113,11,1104,14,0,16,1119,73,10,1202,6,0,0,0,6,0,0,0,6,3,0,11,17,9,4,0,33,0,0,0,31,0,0,31,25,9,4,0,38,0,0,0,36,4,0,43,831,185,113,11,1138,18,0,17,1154,80,10,1243,302,63,33,16,415,6,0,6,416,107,0,525,3,0,0,0,3,0,0,0,3,6,3,11,1130,250,146,25,1556,19,0,25,1577,191,13,1779
102021046,20,0,0,0,20,4,0,25,224,38,5,0,269,4,0,5,275,26,0,298,375,85,34,5,497,0,0,3,501,24,4,526,74,16,17,0,106,6,0,6,114,13,0,123,15,0,0,0,19,0,0,0,19,0,0,19,688,135,62,4,892,13,0,16,905,59,0,971,3,0,0,0,6,4,0,4,7,0,0,7,6,4,0,0,4,0,0,0,8,0,0,13,14,3,0,0,12,0,0,0,16,0,0,20,697,142,62,4,907,15,0,20,922,65,0,986,135,24,20,9,190,14,3,19,206,37,3,256,3,0,0,3,6,0,0,0,6,0,3,10,836,166,81,16,1096,27,4,35,1134,107,14,1253
102021047,49,0,0,0,49,6,0,53,563,133,42,4,749,4,5,12,759,36,0,799,826,185,57,3,1073,8,0,8,1077,42,4,1124,185,48,57,8,299,0,0,0,299,8,0,307,20,3,0,6,29,0,0,0,29,0,0,29,1592,373,159,20,2147,12,5,15,2169,91,6,2260,4,3,0,4,6,0,0,0,6,0,0,6,10,7,0,0,15,0,0,0,14,0,0,14,10,11,0,4,24,0,0,0,20,0,0,20,1604,381,159,28,2169,15,5,23,2189,91,6,2284,369,62,30,4,464,10,0,10,472,81,0,546,6,0,0,3,6,0,0,0,6,0,3,12,1979,444,190,33,2640,20,5,26,2663,172,11,2846
102021048,36,0,0,0,36,7,0,43,475,88,39,3,601,4,0,8,610,45,0,660,595,175,46,17,834,7,0,7,837,39,0,883,153,46,42,8,250,5,0,5,253,15,0,264,8,0,0,19,27,5,0,5,30,3,0,36,1234,301,122,43,1708,23,0,21,1727,104,3,1838,16,3,0,0,20,3,0,3,22,4,0,31,39,3,8,0,47,0,0,0,47,6,0,48,52,7,4,0,65,3,0,3,67,8,0,77,1287,312,133,43,1772,22,0,29,1799,109,3,1919,432,120,49,14,621,17,4,25,643,157,7,812,5,0,0,0,5,0,0,0,5,0,15,17,1721,430,186,62,2395,43,8,48,2448,268,27,2744
102021049,23,0,0,0,23,3,0,26,160,43,15,0,214,0,0,0,214,8,0,226,195,45,3,0,241,0,0,0,241,7,4,255,37,7,10,0,57,0,0,0,57,0,0,57,12,0,0,0,11,0,0,0,11,0,0,11,405,90,27,7,534,0,0,0,534,17,4,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,93,27,7,534,0,0,0,534,17,4,548,56,32,0,0,91,0,0,0,88,16,0,107,0,0,0,0,0,0,0,0,0,0,3,3,464,121,29,7,618,0,0,0,623,31,5,665
102021050,24,0,0,0,24,6,0,27,213,37,20,3,271,0,4,6,277,27,0,297,323,75,19,3,417,0,0,3,418,29,3,454,109,32,26,0,167,0,3,5,171,12,0,186,8,0,0,0,8,0,0,0,8,0,5,4,647,139,62,7,863,3,5,10,872,71,4,948,3,3,0,0,7,0,0,0,7,0,0,7,16,6,3,0,23,0,0,0,23,0,0,23,18,7,3,0,32,0,0,0,32,0,0,32,671,145,65,7,887,3,5,10,898,71,4,978,167,22,25,11,218,5,5,14,232,49,0,286,0,0,0,0,0,0,0,0,0,0,10,10,834,169,89,17,1106,13,14,23,1132,120,15,1267
102021051,19,0,0,0,19,3,0,20,186,16,3,0,209,7,5,9,223,16,0,238,339,49,30,0,412,3,0,3,418,11,0,432,65,11,0,0,76,0,0,0,76,0,0,76,5,0,0,0,7,0,0,0,7,0,0,7,592,75,37,0,710,11,5,19,722,31,0,753,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,0,0,0,6,0,0,6,0,4,0,5,6,0,0,0,6,0,0,6,594,81,37,4,712,11,5,19,731,31,0,761,124,14,10,0,152,0,0,0,152,14,0,165,0,0,0,0,0,0,0,0,0,0,0,4,714,98,48,4,863,11,5,19,879,42,3,929
102021052,18,0,0,0,18,0,0,17,190,30,20,0,237,0,0,0,237,19,0,253,267,48,29,3,356,9,3,6,357,14,0,375,61,18,20,0,103,0,0,0,103,0,0,103,6,0,0,10,13,0,0,0,13,0,0,16,517,98,73,13,702,9,3,6,708,36,0,743,0,4,0,0,4,0,0,0,5,4,0,4,0,7,0,0,3,5,0,5,6,0,0,6,0,9,0,0,4,5,0,5,13,4,0,17,522,108,73,13,709,8,3,17,721,38,0,761,110,21,10,7,138,3,0,4,146,26,0,170,0,0,0,3,3,0,0,0,3,0,0,3,628,124,79,21,854,13,5,21,869,63,0,938
102021053,23,0,0,0,22,0,0,25,287,49,13,0,353,4,5,14,363,28,0,393,420,127,30,0,574,3,5,9,589,36,0,624,107,28,28,7,163,4,0,4,164,18,0,184,4,0,3,12,25,0,0,0,25,0,8,31,817,204,75,23,1110,10,12,24,1139,86,8,1231,4,0,0,0,5,4,0,4,10,0,0,7,13,4,0,0,20,0,0,0,20,0,0,21,19,5,0,0,27,4,0,4,34,3,0,33,833,212,72,21,1139,20,12,31,1169,89,8,1259,207,84,18,10,321,18,0,18,341,74,0,410,9,0,0,6,13,0,0,0,13,0,5,13,1043,297,91,38,1467,38,12,50,1516,159,7,1687
102021054,16,0,0,0,21,4,0,19,189,28,21,0,244,4,0,3,247,30,0,277,308,93,14,0,427,0,0,0,426,21,0,444,72,19,30,4,126,0,0,0,128,5,0,135,5,0,0,17,21,0,0,0,21,0,0,21,574,144,72,23,819,6,0,3,821,56,0,877,10,0,0,0,15,0,5,9,17,0,0,17,8,0,0,0,7,0,0,0,7,3,0,12,13,4,0,0,21,0,5,9,28,3,0,30,591,154,72,23,844,3,4,13,853,56,0,909,136,30,15,16,186,16,0,16,205,61,0,264,0,0,0,0,0,0,0,0,0,0,5,10,727,177,83,39,1028,20,4,28,1053,117,9,1177
102021055,13,0,0,0,13,0,0,17,203,24,13,0,243,5,0,8,252,10,0,262,231,53,9,5,301,0,0,0,303,18,0,323,75,15,5,0,97,0,0,0,97,0,0,102,0,0,5,12,13,0,0,0,13,0,3,17,510,100,29,14,654,10,0,10,668,33,3,702,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,7,0,3,0,0,11,0,0,0,11,0,0,11,517,101,33,14,663,10,0,10,673,33,3,710,130,29,3,5,171,4,0,6,174,26,0,199,0,0,0,5,0,0,0,0,0,0,3,8,652,126,37,22,838,10,9,16,852,57,9,921
102021056,73,0,0,0,73,9,0,82,942,191,47,4,1191,12,4,18,1207,81,0,1284,1182,237,59,3,1488,8,0,8,1497,35,0,1532,303,73,56,0,431,0,0,0,431,17,0,443,11,4,0,15,33,0,0,0,33,8,5,48,2445,506,169,26,3141,22,4,24,3163,141,5,3311,22,3,0,0,28,0,0,0,28,4,0,33,16,11,0,0,29,0,0,0,35,0,0,31,41,16,0,0,59,0,0,0,61,5,0,64,2480,523,166,26,3194,21,4,24,3220,142,5,3375,499,118,41,12,677,18,9,24,697,120,0,824,0,0,0,18,20,0,0,0,20,0,7,30,2984,639,211,56,3893,40,9,50,3941,270,20,4231
102021057,20,0,0,0,27,0,0,22,234,40,13,3,295,5,0,4,297,24,0,331,229,51,16,4,298,3,0,3,303,12,0,313,35,14,18,0,66,0,0,0,66,3,0,71,4,0,0,5,7,0,0,0,7,5,0,13,503,101,46,13,670,7,0,14,679,43,0,722,0,0,0,5,7,0,0,0,8,0,0,8,19,0,0,0,19,0,0,0,19,0,0,15,17,0,0,5,22,0,0,0,20,0,0,23,521,101,46,12,690,11,0,8,701,47,0,745,173,68,24,11,274,4,3,11,279,82,0,365,6,0,0,0,5,0,0,0,5,0,8,10,697,171,71,22,966,18,10,18,987,131,4,1129
103011059,30,0,0,0,30,0,0,28,752,56,6,4,820,6,0,6,828,24,0,849,774,73,18,7,863,5,0,5,870,27,5,901,90,8,9,0,105,0,4,4,109,0,0,109,15,3,0,3,23,0,0,0,23,0,3,26,1633,140,34,10,1810,10,4,10,1827,57,8,1884,4,0,0,0,8,3,0,3,15,0,0,14,24,0,0,0,24,0,0,0,28,3,0,29,28,0,0,0,31,3,0,6,38,6,0,43,1659,143,34,10,1844,11,6,18,1862,59,8,1926,217,33,5,5,255,11,4,17,275,58,0,329,0,4,0,0,3,0,0,0,3,0,4,10,1874,177,33,16,2102,25,8,32,2133,120,13,2267
103011060,19,0,0,0,19,0,0,21,385,38,14,0,434,0,0,0,433,7,0,444,434,39,17,4,496,0,0,0,496,12,0,512,53,7,6,0,63,0,0,0,67,0,0,67,0,4,0,6,9,0,0,0,10,0,0,10,878,95,31,11,1009,6,0,5,1013,23,0,1037,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,5,0,5,5,0,0,5,6,0,0,0,6,5,0,5,3,0,0,3,879,95,31,11,1011,3,0,4,1016,23,0,1038,135,18,0,0,148,0,0,0,148,37,0,181,0,0,0,0,0,0,0,0,0,0,11,11,1011,109,31,14,1158,3,0,4,1167,62,11,1232
103011061,3,0,0,0,3,0,0,3,155,0,0,0,156,0,0,0,156,11,0,170,184,13,10,6,207,0,0,0,207,13,0,225,34,3,6,0,46,0,0,0,46,0,0,46,0,0,0,3,3,0,0,0,3,0,0,3,368,19,15,13,415,0,0,0,416,29,0,445,4,0,0,0,8,0,0,0,8,0,0,8,5,0,0,0,5,4,0,4,10,0,0,10,11,0,0,0,14,4,0,4,14,0,0,14,379,24,15,13,423,3,0,3,433,29,0,454,70,4,0,11,89,6,0,10,101,31,0,133,6,0,0,0,6,0,0,0,6,0,4,5,453,32,17,24,520,11,0,14,529,56,3,595
103011612,7,0,0,0,7,0,0,9,233,45,9,0,284,7,0,5,292,6,0,300,226,53,7,3,286,5,5,6,295,11,0,304,48,5,4,0,56,0,0,0,56,5,0,58,0,3,0,0,4,0,0,0,4,0,3,8,509,105,14,6,636,10,5,12,644,25,4,673,4,5,0,0,5,5,0,5,6,0,0,6,9,3,0,0,10,0,0,0,10,0,0,10,14,4,0,0,19,5,0,5,17,0,0,17,519,114,14,6,650,11,5,14,661,25,4,694,95,47,15,5,159,6,0,6,172,57,0,220,0,0,0,0,0,0,0,0,0,0,0,4,617,159,23,7,812,19,4,20,835,77,7,915
103011613,24,0,0,0,24,3,0,22,849,93,17,3,966,8,0,8,975,48,0,1022,796,94,12,0,907,0,4,3,913,23,0,931,116,6,21,0,140,0,0,0,140,6,0,152,0,0,0,6,8,0,0,0,8,0,0,9,1768,191,50,16,2021,10,4,16,2031,71,0,2113,7,4,0,0,10,5,0,5,16,0,0,16,11,6,5,3,23,5,0,5,32,0,0,30,19,4,5,3,33,11,0,11,42,0,0,47,1788,197,53,19,2050,22,4,27,2079,76,0,2151,280,74,5,3,365,3,0,11,371,44,0,420,0,0,0,3,3,0,0,0,3,0,3,5,2073,271,55,27,2423,23,4,29,2454,126,4,2583
103021062,3,0,0,0,3,0,0,3,245,20,9,0,273,0,8,7,275,8,0,287,350,32,0,7,388,0,0,0,388,7,3,401,26,10,4,0,44,0,0,0,43,3,0,50,11,0,0,12,27,0,0,0,27,0,0,27,635,58,13,24,727,8,8,13,738,22,3,762,0,3,0,0,3,6,0,6,12,0,0,12,0,4,0,0,11,0,8,8,15,0,0,15,0,12,0,0,15,6,8,9,25,0,0,25,641,70,13,24,741,9,9,22,759,22,3,783,106,12,0,4,125,8,3,10,135,43,0,175,0,0,0,0,0,0,0,0,0,0,5,4,744,79,13,27,868,19,14,32,895,66,4,963
103021063,4,0,0,0,8,0,0,4,294,27,5,0,321,0,0,0,326,11,0,337,418,53,8,0,479,0,0,0,485,21,0,508,39,13,3,0,56,0,0,0,56,0,0,56,4,0,0,8,7,0,0,0,7,0,0,7,756,92,19,8,872,4,0,4,871,37,0,909,13,0,3,0,13,6,0,6,21,0,0,21,8,0,0,0,13,5,3,11,23,0,0,23,25,0,3,0,26,12,3,16,40,0,0,40,773,91,18,8,894,15,3,18,915,37,0,948,158,24,0,0,187,3,0,8,195,53,0,248,0,0,0,0,0,0,0,0,0,0,0,0,937,121,21,13,1082,19,7,24,1111,82,0,1197
103021064,5,0,0,0,5,0,0,5,198,23,4,4,231,0,0,0,233,8,0,239,267,36,0,4,310,0,0,0,307,8,0,318,24,7,0,0,28,0,3,3,33,0,0,35,3,3,0,5,8,0,0,0,8,0,0,8,489,76,10,11,577,0,9,9,587,16,0,599,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,495,76,10,11,587,0,9,9,591,16,0,609,89,13,3,5,103,11,0,10,113,29,0,141,0,0,0,0,0,0,0,0,0,0,0,0,579,84,8,15,689,11,3,17,707,41,0,751
103021065,8,0,0,0,8,0,0,8,468,23,8,0,499,0,0,0,499,17,0,515,564,25,0,11,597,0,0,0,597,15,0,614,56,3,4,0,66,0,0,0,66,0,0,67,4,0,0,14,15,0,0,0,15,3,0,18,1092,48,11,21,1173,0,0,0,1173,43,0,1209,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,12,0,0,12,14,0,0,0,14,9,0,9,15,0,0,15,1102,48,11,21,1186,9,0,9,1188,43,0,1230,189,30,4,13,233,0,6,7,240,31,0,271,0,0,0,0,0,0,0,0,0,0,9,6,1291,78,12,35,1418,8,6,7,1424,75,9,1508
103021066,4,0,0,0,4,0,0,4,129,3,0,0,129,0,0,0,129,6,0,136,212,23,3,0,235,0,0,0,235,6,0,240,7,6,6,0,21,0,0,0,21,0,0,21,0,0,0,3,6,0,0,0,6,0,0,6,349,27,11,6,390,0,0,0,390,12,0,401,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,350,25,11,6,389,0,0,0,389,12,0,401,45,4,0,5,54,0,0,0,54,20,0,71,3,0,0,0,3,0,0,0,3,0,0,3,401,28,11,7,451,0,0,0,451,30,0,478
103021067,8,0,0,0,8,0,0,6,508,61,13,4,581,10,7,15,594,12,0,605,534,31,20,5,586,5,4,11,598,17,0,617,74,6,7,0,82,0,0,0,82,0,0,79,7,0,0,3,16,0,0,0,16,0,0,18,1123,96,38,15,1265,11,8,22,1283,29,4,1322,9,0,0,0,9,4,0,4,9,0,0,9,4,0,5,0,10,6,0,6,7,0,0,9,13,0,5,0,14,3,0,3,17,0,0,25,1127,96,36,15,1278,17,8,32,1306,28,4,1342,181,24,7,18,239,6,3,14,247,73,0,327,0,0,0,0,0,0,0,0,0,0,7,7,1316,121,50,35,1515,28,9,38,1557,106,10,1668
103021068,3,0,0,0,3,0,0,3,136,13,0,0,151,4,0,4,156,3,0,160,128,27,0,0,151,0,0,0,151,6,0,164,16,0,0,0,16,0,0,0,16,0,0,16,4,0,0,0,9,0,0,0,9,0,0,9,286,38,0,4,332,4,0,4,339,12,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,289,38,0,4,332,4,0,5,336,12,0,346,77,16,3,5,97,6,0,6,101,19,0,124,0,0,0,0,0,0,0,0,0,0,0,0,365,50,3,6,431,10,0,11,436,36,0,476
103021069,7,0,0,0,7,0,0,7,245,8,4,5,257,0,0,0,257,0,0,257,320,25,7,0,351,0,0,0,358,10,0,364,30,4,6,0,42,0,0,0,42,0,0,43,7,0,6,10,18,0,0,0,19,0,0,19,605,43,16,11,671,3,0,3,676,13,0,692,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,5,0,0,5,6,0,5,0,11,0,0,0,11,0,0,11,607,42,17,11,681,3,0,3,685,13,0,699,106,17,0,3,127,4,0,4,132,22,0,147,0,0,0,0,0,0,0,0,0,0,5,5,719,58,21,17,813,8,0,8,819,34,5,862
103031070,8,0,0,0,8,5,0,8,284,30,8,0,327,13,0,13,341,26,0,366,467,73,15,0,565,3,0,3,567,35,0,599,81,11,3,3,104,3,0,3,111,0,0,110,11,4,0,8,19,0,0,0,19,0,0,19,849,122,28,18,1015,17,0,23,1038,62,0,1092,0,6,0,0,10,0,0,3,11,0,0,11,6,0,0,0,7,3,0,3,9,3,0,19,7,3,0,0,12,5,0,5,18,3,0,26,859,125,28,18,1026,27,0,24,1054,62,0,1119,198,51,15,3,262,4,3,3,271,63,6,336,4,0,0,0,4,0,0,0,4,0,5,5,1062,177,41,20,1298,29,3,33,1330,125,7,1464
